claim_id,arxiv_id,paradigm,confidence,o1_pass,o1_reason,o2_pass,o2_reason,o3_pass,o3_reason,o4_pass,o4_reason,o5_pass,o5_reason,o6_pass,o6_reason,o7_pass,o7_reason,overall_verdict,notes,operationalizability_category,audit_eligibility_reason
ext_2304_08814v2_claim5,2304.08814v2,compilation,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,operationalizable,"Repo evidence sample: ['https://cqcl.github.io/pytket-qiskit/api/index.html#default-compilation', 'https://github.com/Aerylia/pauliopt/tree/paper/reverse-traversal']",audit_eligible_operationalizable,Passed O1-loose/O2-O7 and not flagged as deterministic resource-table verification-only in this refinement.
ext_2304_08814v2_claim6,2304.08814v2,compilation,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,operationalizable,"Repo evidence sample: ['https://cqcl.github.io/pytket-qiskit/api/index.html#default-compilation', 'https://github.com/Aerylia/pauliopt/tree/paper/reverse-traversal']",audit_eligible_operationalizable,Passed O1-loose/O2-O7 and not flagged as deterministic resource-table verification-only in this refinement.
ext_2304_08814v2_claim7,2304.08814v2,compilation,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,operationalizable,"Repo evidence sample: ['https://cqcl.github.io/pytket-qiskit/api/index.html#default-compilation', 'https://github.com/Aerylia/pauliopt/tree/paper/reverse-traversal']",audit_eligible_operationalizable,Passed O1-loose/O2-O7 and not flagged as deterministic resource-table verification-only in this refinement.
ext_2304_08814v2_claim8,2304.08814v2,compilation,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,unclear,Hardware/noise language appears in the claim context; simulator-only computability needs confirmation.,fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,"Repo evidence sample: ['https://cqcl.github.io/pytket-qiskit/api/index.html#default-compilation', 'https://github.com/Aerylia/pauliopt/tree/paper/reverse-traversal']",not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2304_08814v2_claim9,2304.08814v2,compilation,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,fail,Metric is mixed/composite rather than a single audit metric.,pass,Metric is numerical or directly measurable.,unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,"Repo evidence sample: ['https://cqcl.github.io/pytket-qiskit/api/index.html#default-compilation', 'https://github.com/Aerylia/pauliopt/tree/paper/reverse-traversal']",not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2409_14786v3_claim1,2409.14786v3,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,borderline,Repo evidence sample: ['https://gitlab.com/'],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2409_14786v3_claim2,2409.14786v3,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,operationalizable,Repo evidence sample: ['https://gitlab.com/'],audit_eligible_operationalizable,Passed O1-loose/O2-O7 and not flagged as deterministic resource-table verification-only in this refinement.
ext_2409_14786v3_claim3,2409.14786v3,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,operationalizable,Repo evidence sample: ['https://gitlab.com/'],verification_eligible_operationalizable,"Deterministic resource-table claim; no real perturbation source under current framework. Verification-only, not stability-audit eligible."
ext_2409_14786v3_claim4,2409.14786v3,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,operationalizable,Repo evidence sample: ['https://gitlab.com/'],verification_eligible_operationalizable,"Deterministic resource-table claim; no real perturbation source under current framework. Verification-only, not stability-audit eligible."
ext_2409_14786v3_claim6,2409.14786v3,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,operationalizable,Repo evidence sample: ['https://gitlab.com/'],audit_eligible_operationalizable,Passed O1-loose/O2-O7 and not flagged as deterministic resource-table verification-only in this refinement.
